"CharName","Cutpoint","CntRec","CntGood","CntBad","CntCumRec","CntCumGood","CntCumBad","PctRec","GoodRate","BadRate","Odds","LnOdds","WoE","IV","CharBinNum","IV_Char"
"motor_ins_suv_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0002"
"motor_ins_suv_flag","= '0'","1568","146","1422","77554","6921","70633","0.0202","0.0931","0.9069","0.1027","-2.2762","0.0462","0","2","0.0002"
"motor_ins_suv_flag","= '1'","86","11","75","77640","6932","70708","0.0011","0.1279","0.8721","0.1467","-1.9196","0.4028","0.0002","3","0.0002"
"motor_ins_suv_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0002"
"motor_ins_suv_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0002","5","0.0002"
"online_cat_home_count","= '0'","76451","6816","69635","76451","6816","69635","0.9847","0.0892","0.9108","0.0979","-2.324","-0.0016","0","1","0.0002"
"online_cat_home_count","= '1'","1184","116","1068","77635","6932","70703","0.0152","0.098","0.902","0.1086","-2.22","0.1025","0.0002","2","0.0002"
"online_cat_home_count","= '2'","5","0","5","77640","6932","70708","0.0001","0","1","0","-Inf","-Inf","Inf","3","0.0002"
"online_cat_home_count","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0002"
"online_cat_home_count","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0002","5","0.0002"
"stu2_cluster","= '-99999'","77556","6924","70632","77556","6924","70632","0.9989","0.0893","0.9107","0.098","-2.3225","-0.0001","0","1","0.0002"
"stu2_cluster","= '1'","1","0","1","77557","6924","70633","0","0","1","0","-Inf","-Inf","Inf","2","0.0002"
"stu2_cluster","= '2'","4","0","4","77561","6924","70637","0.0001","0","1","0","-Inf","-Inf","Inf","3","0.0002"
"stu2_cluster","= '3'","2","0","2","77563","6924","70639","0","0","1","0","-Inf","-Inf","Inf","4","0.0002"
"stu2_cluster","= '4'","12","1","11","77575","6925","70650","0.0002","0.0833","0.9167","0.0909","-2.3979","-0.0755","0","5","0.0002"
"stu2_cluster","= '5'","46","4","42","77621","6929","70692","0.0006","0.087","0.913","0.0952","-2.3514","-0.029","0","6","0.0002"
"stu2_cluster","= '6'","15","3","12","77636","6932","70704","0.0002","0.2","0.8","0.25","-1.3863","0.9361","0.0002","7","0.0002"
"stu2_cluster","= '7'","2","0","2","77638","6932","70706","0","0","1","0","-Inf","-Inf","Inf","8","0.0002"
"stu2_cluster","= '8'","2","0","2","77640","6932","70708","0","0","1","0","-Inf","-Inf","Inf","9","0.0002"
"stu2_cluster","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","10","0.0002"
"stu2_cluster","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0002","11","0.0002"
"telecom_corporate_flag","= '-99999'","72524","6459","66065","72524","6459","66065","0.9341","0.0891","0.9109","0.0978","-2.3252","-0.0028","0","1","0.0002"
"telecom_corporate_flag","= '0'","5010","461","4549","77534","6920","70614","0.0645","0.092","0.908","0.1013","-2.2893","0.0331","0.0001","2","0.0002"
"telecom_corporate_flag","= '1'","106","12","94","77640","6932","70708","0.0014","0.1132","0.8868","0.1277","-2.0584","0.264","0.0001","3","0.0002"
"telecom_corporate_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0002"
"telecom_corporate_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0002","5","0.0002"
"car_own_suv_flag","= '-99999'","76875","6864","70011","76875","6864","70011","0.9901","0.0893","0.9107","0.098","-2.3224","0","0","1","0.0001"
"car_own_suv_flag","= '0'","723","63","660","77598","6927","70671","0.0093","0.0871","0.9129","0.0955","-2.3491","-0.0267","0","2","0.0001"
"car_own_suv_flag","= '1'","42","5","37","77640","6932","70708","0.0005","0.119","0.881","0.1351","-2.0015","0.3209","0.0001","3","0.0001"
"car_own_suv_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"car_own_suv_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"id_dth","= '-99999'","64010","5694","58316","64010","5694","58316","0.8244","0.089","0.911","0.0976","-2.3265","-0.0041","0","1","0.0001"
"id_dth","= '1'","13630","1238","12392","77640","6932","70708","0.1756","0.0908","0.9092","0.0999","-2.3036","0.0189","0.0001","2","0.0001"
"id_dth","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"id_dth","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"id_motor_ins","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"id_motor_ins","= '1'","1654","157","1497","77640","6932","70708","0.0213","0.0949","0.9051","0.1049","-2.255","0.0674","0.0001","2","0.0001"
"id_motor_ins","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"id_motor_ins","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"id_stu2","= '-99999'","77529","6924","70605","77529","6924","70605","0.9986","0.0893","0.9107","0.0981","-2.3221","0.0003","0","1","0.0001"
"id_stu2","= '1'","111","8","103","77640","6932","70708","0.0014","0.0721","0.9279","0.0777","-2.5553","-0.2329","0.0001","2","0.0001"
"id_stu2","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"id_stu2","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"id_telecom","= '-99999'","72524","6459","66065","72524","6459","66065","0.9341","0.0891","0.9109","0.0978","-2.3252","-0.0028","0","1","0.0001"
"id_telecom","= '1'","5116","473","4643","77640","6932","70708","0.0659","0.0925","0.9075","0.1019","-2.284","0.0384","0.0001","2","0.0001"
"id_telecom","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"id_telecom","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"motor_ins_commercial_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"motor_ins_commercial_flag","= '0'","1642","157","1485","77628","6932","70696","0.0211","0.0956","0.9044","0.1057","-2.2469","0.0755","0.0001","2","0.0001"
"motor_ins_commercial_flag","= '1'","12","0","12","77640","6932","70708","0.0002","0","1","0","-Inf","-Inf","Inf","3","0.0001"
"motor_ins_commercial_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"motor_ins_commercial_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"motor_ins_goods_vehicle_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"motor_ins_goods_vehicle_flag","= '0'","1650","157","1493","77636","6932","70704","0.0213","0.0952","0.9048","0.1052","-2.2523","0.0701","0.0001","2","0.0001"
"motor_ins_goods_vehicle_flag","= '1'","4","0","4","77640","6932","70708","0.0001","0","1","0","-Inf","-Inf","Inf","3","0.0001"
"motor_ins_goods_vehicle_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"motor_ins_goods_vehicle_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"motor_ins_luxury_car_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"motor_ins_luxury_car_flag","= '0'","1632","157","1475","77618","6932","70686","0.021","0.0962","0.9038","0.1064","-2.2402","0.0822","0.0001","2","0.0001"
"motor_ins_luxury_car_flag","= '1'","22","0","22","77640","6932","70708","0.0003","0","1","0","-Inf","-Inf","Inf","3","0.0001"
"motor_ins_luxury_car_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"motor_ins_luxury_car_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"motor_ins_moped_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"motor_ins_moped_flag","= '0'","1362","131","1231","77348","6906","70442","0.0175","0.0962","0.9038","0.1064","-2.2404","0.082","0.0001","2","0.0001"
"motor_ins_moped_flag","= '1'","292","26","266","77640","6932","70708","0.0038","0.089","0.911","0.0977","-2.3254","-0.003","0","3","0.0001"
"motor_ins_moped_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"motor_ins_moped_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"motor_ins_passenger_vehicle_flag","= '-99999'","75986","6775","69211","75986","6775","69211","0.9787","0.0892","0.9108","0.0979","-2.3239","-0.0015","0","1","0.0001"
"motor_ins_passenger_vehicle_flag","= '0'","1646","157","1489","77632","6932","70700","0.0212","0.0954","0.9046","0.1054","-2.2496","0.0728","0.0001","2","0.0001"
"motor_ins_passenger_vehicle_flag","= '1'","8","0","8","77640","6932","70708","0.0001","0","1","0","-Inf","-Inf","Inf","3","0.0001"
"motor_ins_passenger_vehicle_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"motor_ins_passenger_vehicle_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"online_cat_accessory_count","= '0'","72604","6496","66108","72604","6496","66108","0.9351","0.0895","0.9105","0.0983","-2.3201","0.0023","0","1","0.0001"
"online_cat_accessory_count","= '1'","4905","424","4481","77509","6920","70589","0.0632","0.0864","0.9136","0.0946","-2.3579","-0.0355","0.0001","2","0.0001"
"online_cat_accessory_count","= '2'","131","12","119","77640","6932","70708","0.0017","0.0916","0.9084","0.1008","-2.2942","0.0282","0","3","0.0001"
"online_cat_accessory_count","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"online_cat_accessory_count","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"online_cat_kids_count","= '0'","77567","6927","70640","77567","6927","70640","0.9991","0.0893","0.9107","0.0981","-2.3222","0.0002","0","1","0.0001"
"online_cat_kids_count","= '1'","73","5","68","77640","6932","70708","0.0009","0.0685","0.9315","0.0735","-2.6101","-0.2877","0.0001","2","0.0001"
"online_cat_kids_count","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"online_cat_kids_count","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"online_cat_sports_count","= '0'","77165","6894","70271","77165","6894","70271","0.9939","0.0893","0.9107","0.0981","-2.3217","0.0007","0","1","0.0001"
"online_cat_sports_count","= '1'","473","38","435","77638","6932","70706","0.0061","0.0803","0.9197","0.0874","-2.4378","-0.1153","0.0001","2","0.0001"
"online_cat_sports_count","= '2'","2","0","2","77640","6932","70708","0","0","1","0","-Inf","-Inf","Inf","3","0.0001"
"online_cat_sports_count","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"online_cat_sports_count","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"telecom_affluence_flag_1","= '-99999'","72524","6459","66065","72524","6459","66065","0.9341","0.0891","0.9109","0.0978","-2.3252","-0.0028","0","1","0.0001"
"telecom_affluence_flag_1","= '0'","3777","345","3432","76301","6804","69497","0.0486","0.0913","0.9087","0.1005","-2.2974","0.0251","0","2","0.0001"
"telecom_affluence_flag_1","= '1'","1339","128","1211","77640","6932","70708","0.0172","0.0956","0.9044","0.1057","-2.2472","0.0752","0.0001","3","0.0001"
"telecom_affluence_flag_1","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0.0001"
"telecom_affluence_flag_1","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","5","0.0001"
"telecom_netbanking_flag","= '-99999'","72524","6459","66065","72524","6459","66065","0.9341","0.0891","0.9109","0.0978","-2.3252","-0.0028","0","1","0.0001"
"telecom_netbanking_flag","= '0'","5116","473","4643","77640","6932","70708","0.0659","0.0925","0.9075","0.1019","-2.284","0.0384","0.0001","2","0.0001"
"telecom_netbanking_flag","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0.0001"
"telecom_netbanking_flag","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0.0001","4","0.0001"
"car_own_no_of_cars","= '-99999'","76875","6864","70011","76875","6864","70011","0.9901","0.0893","0.9107","0.098","-2.3224","0","0","1","0"
"car_own_no_of_cars","= '1'","759","68","691","77634","6932","70702","0.0098","0.0896","0.9104","0.0984","-2.3186","0.0038","0","2","0"
"car_own_no_of_cars","= '2'","6","0","6","77640","6932","70708","0.0001","0","1","0","-Inf","-Inf","Inf","3","0"
"car_own_no_of_cars","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","4","0"
"car_own_no_of_cars","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0","5","0"
"id_car_own","= '-99999'","76875","6864","70011","76875","6864","70011","0.9901","0.0893","0.9107","0.098","-2.3224","0","0","1","0"
"id_car_own","= '1'","765","68","697","77640","6932","70708","0.0099","0.0889","0.9111","0.0976","-2.3273","-0.0049","0","2","0"
"id_car_own","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","3","0"
"id_car_own","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0","4","0"
"online_mode_epayment_count","= '0'","72691","6495","66196","72691","6495","66196","0.9363","0.0894","0.9106","0.0981","-2.3216","0.0008","0","1","0"
"online_mode_epayment_count","= '1'","4702","416","4286","77393","6911","70482","0.0606","0.0885","0.9115","0.0971","-2.3324","-0.01","0","2","0"
"online_mode_epayment_count","= '2'","238","21","217","77631","6932","70699","0.0031","0.0882","0.9118","0.0968","-2.3354","-0.013","0","3","0"
"online_mode_epayment_count","= '3'","9","0","9","77640","6932","70708","0.0001","0","1","0","-Inf","-Inf","Inf","4","0"
"online_mode_epayment_count","Missing","0","0","0","77640","6932","70708","0","NaN","NaN","NaN","NaN","NaN","NaN","5","0"
"online_mode_epayment_count","Total","77640","6932","70708",NA,NA,NA,"1","0.0893","0.9107","0.098","-2.3224","0","0","6","0"
